EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
34060000;2;01/09/1977;;1;1;261,366;139,177;148,781;30;11;1;1;1;;0;144,963;144,963;144,963;144,963;144,963;144,963;144,963;144,963;142,058;142,058;139,177;139,177;139,177;139,177;139,177;139,177;139,177;139,177;139,177;139,177;139,177;139,177;139,177;139,177;140,614;142,058;155,315;170,596;201,193;261,366;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
34060000;2;01/10/1977;;1;1;310,074;158,325;205,038;27;20;1;1;1;;0;273,211;259,693;236,739;216,238;189,686;181,633;189,686;204,531;219,341;243,205;261,366;222,462;209,579;194,584;180,04;170,596;167,494;162,884;162,884;158,325;159,839;161,359;164,415;167,494;172,156;207,891;310,074;230,347;222,462;224,03;231,938;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/11/1977;;1;1;348,899;153,819;195,049;30;17;1;1;1;;0;219,341;222,462;219,341;202,859;194,584;189,686;188,064;192,946;206,208;196,228;180,04;173,721;172,156;169,042;161,359;156,817;153,819;158,325;162,884;170,596;176,869;201,193;204,531;204,531;199,533;192,946;188,064;188,064;256,358;348,899;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
34060000;2;01/12/1977;;1;1;723,467;183,232;311,555;30;8;1;1;1;;0;381,742;317,319;281,808;243,205;214,676;199,533;188,064;183,232;186,448;184,837;184,837;202,859;216,238;263,045;330,169;297,567;352,698;339,479;315,501;283,541;244,833;233,534;214,676;201,193;194,584;337,608;618,682;588,872;674,733;723,467;459,228;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/01/1978;;1;1;503,526;201,193;323,081;18;31;1;1;2;;0;403,658;455,544;403,658;343,234;302,9;271,506;268,108;294,034;273,211;256,358;258,023;324,635;413,792;373,901;360,347;395,629;430,226;503,526;503,526;426,092;375,855;297,567;276,637;261,366;246,466;233,534;224,03;217,787;211,272;207,891;201,193;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/02/1978;;1;1;656,027;192,946;333,33;15;5;1;1;1;;0;199,533;199,533;197,878;194,584;192,946;201,193;214,676;217,787;299,34;315,501;399,635;440,635;391,639;345,118;656,027;533,149;417,875;403,658;387,668;375,855;339,479;333,879;299,34;274,922;280,08;335,742;453,266;432,299;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
34060000;2;01/03/1978;;1;1;976,629;253,042;473,492;7;27;1;1;1;;0;449,039;442,73;375,855;525,737;659,766;881,805;976,629;972,829;942,447;874,237;670,99;547,986;510,925;536,856;588,872;466,599;377,813;335,742;313,688;306,478;285,279;276,637;271,506;263,045;258,023;254,698;253,042;264,728;259,693;261,366;273,211;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/04/1978;;1;1;496,131;219,341;302,864;6;24;1;1;1;;0;339,479;328,32;328,32;362,271;409,725;496,131;391,639;343,234;306,478;287,021;266,416;256,358;249,745;244,833;285,279;278,356;243,205;236,739;230,347;230,347;224,03;222,462;220,899;219,341;224,03;377,813;485,048;389,651;328,32;280,08;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
34060000;2;01/05/1978;;1;1;547,986;219,341;296,157;8;29;1;1;1;;0;268,108;278,356;319,142;350,796;426,092;436,459;525,737;547,986;399,635;368,067;370,007;350,796;302,9;280,08;264,728;253,042;249,745;243,205;238,349;236,739;235,134;231,938;228,761;225,602;225,602;222,462;222,462;220,899;219,341;219,341;219,341;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/06/1978;;1;1;244,833;196,228;213,704;4;27;1;1;1;;0;231,938;241,582;236,739;244,833;239,963;235,134;235,134;231,938;231,938;219,341;217,787;214,676;211,272;207,891;206,208;206,208;204,531;202,859;202,859;202,859;202,859;199,533;199,533;199,533;199,533;199,533;196,228;196,228;196,228;196,228;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
34060000;2;01/07/1978;;1;1;196,228;181,633;190,905;1;30;1;1;1;;0;196,228;194,584;194,584;192,946;192,946;192,946;192,946;192,946;192,946;192,946;192,946;191,313;191,313;191,313;191,313;191,313;189,686;189,686;189,686;189,686;189,686;192,946;192,946;194,584;191,313;189,686;188,064;186,448;184,837;181,633;181,633;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/08/1978;;1;1;180,04;161,359;168,67;1;31;1;1;1;;0;180,04;180,04;178,452;175,292;175,292;173,721;172,156;172,156;170,596;169,042;167,494;167,494;167,494;167,494;167,494;167,494;167,494;167,494;167,494;167,494;165,952;164,415;164,415;164,415;164,415;164,415;164,415;164,415;164,415;164,415;161,359;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/09/1978;;1;1;172,156;152,328;157,506;13;20;1;1;1;;0;161,359;159,839;158,325;158,325;158,325;158,325;155,315;155,315;156,817;158,325;161,359;169,042;172,156;169,042;165,952;159,839;156,817;155,315;153,819;152,328;152,328;152,328;153,819;155,315;153,819;152,328;152,328;152,328;152,328;152,328;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
34060000;2;01/10/1978;;1;1;401,644;146,424;211,104;22;6;1;1;1;;0;152,328;149,365;149,365;149,365;149,365;146,424;146,424;146,424;147,891;150,843;153,819;164,415;167,494;180,04;188,064;216,238;227,179;238,349;238,349;231,938;299,34;401,644;345,118;317,319;263,045;256,358;273,211;261,366;224,03;209,579;199,533;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/11/1978;;1;1;306,478;167,494;204,718;17;25;1;1;1;;0;199,533;192,946;184,837;183,232;186,448;183,232;189,686;201,193;248,103;243,205;228,761;212,971;194,584;191,313;201,193;248,103;306,478;256,358;235,134;214,676;196,228;186,448;180,04;175,292;167,494;167,494;167,494;183,232;202,859;212,971;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
34060000;2;01/12/1978;;1;1;430,226;224,03;299,129;2;9;1;1;1;;0;280,08;430,226;397,63;350,796;301,118;269,805;248,103;235,134;224,03;228,761;251,391;258,023;233,534;236,739;273,211;281,808;294,034;295,798;341,354;377,813;417,875;407,699;401,644;403,658;335,742;288,767;258,023;238,349;231,938;241,582;238,349;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/01/1979;;1;1;1140,602;228,761;445,761;20;6;1;1;1;;0;269,805;276,637;261,366;249,745;236,739;228,761;238,349;285,279;320,968;273,211;332,022;356,514;347,006;345,118;399,635;533,149;510,925;723,467;946,242;1140,602;1075,651;972,829;451,15;434,377;428,157;428,157;373,901;360,347;332,022;345,118;341,354;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/02/1979;;1;1;1645,738;299,34;685,779;9;14;1;1;2;;0;440,635;670,99;551,698;551,698;821,335;915,896;919,687;1332,494;1645,738;1463,646;1263,272;934,857;451,15;299,34;366,13;364,198;446,931;492,436;577,709;798,705;648,551;547,986;518,329;436,459;411,756;405,676;387,668;536,856;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;;;;
34060000;2;01/03/1979;;1;1;438,545;248,103;325,289;1;28;1;1;1;;0;438,545;377,813;332,022;315,501;297,567;290,518;283,541;290,518;283,541;287,021;299,34;345,118;352,698;379,775;391,639;364,198;368,067;350,796;370,007;356,514;315,501;294,034;278,356;266,416;259,693;254,698;249,745;248,103;371,952;419,923;350,796;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/04/1979;;1;1;533,149;230,347;318,264;28;20;1;1;1;;0;339,479;466,599;451,15;413,792;368,067;315,501;283,541;268,108;261,366;264,728;276,637;269,805;263,045;251,391;246,466;239,963;236,739;233,534;231,938;230,347;230,347;233,534;239,963;266,416;332,022;345,118;462,913;533,149;499,828;492,436;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
34060000;2;01/05/1979;;1;1;436,459;220,899;250,67;1;25;1;1;1;;0;436,459;373,901;328,32;287,021;273,211;266,416;261,366;254,698;239,963;231,938;244,833;241,582;238,349;236,739;233,534;231,938;231,938;231,938;228,761;227,179;225,602;224,03;222,462;222,462;220,899;228,761;228,761;227,179;225,602;224,03;220,899;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/06/1979;;1;1;219,341;199,533;206,764;1;26;1;1;1;;0;219,341;219,341;216,238;212,971;212,971;212,971;212,971;209,579;209,579;209,579;209,579;207,891;206,208;206,208;206,208;206,208;206,208;202,859;202,859;202,859;202,859;202,859;202,859;202,859;201,193;199,533;199,533;199,533;199,533;199,533;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
34060000;2;01/07/1979;;1;1;199,533;184,837;193,125;1;31;1;1;1;;0;199,533;199,533;199,533;199,533;199,533;199,533;199,533;197,878;194,584;194,584;194,584;194,584;194,584;194,584;192,946;192,946;192,946;191,313;191,313;191,313;191,313;189,686;189,686;189,686;189,686;188,064;188,064;188,064;186,448;186,448;184,837;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/08/1979;;1;1;209,579;172,156;182,697;30;22;1;1;1;;0;184,837;183,232;183,232;181,633;181,633;180,04;180,04;180,04;180,04;178,452;176,869;176,869;176,869;176,869;176,869;176,869;176,869;176,869;176,869;173,721;173,721;172,156;183,232;183,232;183,232;183,232;197,878;199,533;202,859;209,579;196,228;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/09/1979;;1;1;211,272;167,494;180,999;22;13;1;1;1;;0;186,448;183,232;183,232;178,452;178,452;181,633;183,232;181,633;180,04;178,452;175,292;172,156;167,494;167,494;167,494;167,494;167,494;172,156;180,04;197,878;196,228;211,272;211,272;202,859;191,313;181,633;178,452;172,156;167,494;167,494;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
34060000;2;01/10/1979;;1;1;322,8;155,315;197,965;22;10;1;1;1;;0;167,494;165,952;164,415;164,415;162,884;161,359;159,839;158,325;158,325;155,315;159,839;158,325;161,359;167,494;167,494;167,494;167,494;196,228;222,462;235,134;311,879;322,8;315,501;302,9;246,466;220,899;206,208;197,878;188,064;186,448;216,238;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/11/1979;;1;1;510,925;222,462;292,438;14;1;1;1;1;;0;222,462;251,391;248,103;241,582;258,023;248,103;280,08;290,518;259,693;259,693;393,632;449,039;401,644;510,925;401,644;352,698;319,142;264,728;244,833;235,134;254,698;288,767;343,234;295,798;278,356;251,391;231,938;227,179;238,349;230,347;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
34060000;2;01/12/1979;;1;1;345,118;186,448;240,614;24;9;1;1;1;;0;224,03;220,899;217,787;211,272;206,208;197,878;191,313;189,686;186,448;186,448;212,971;248,103;230,347;227,179;222,462;217,787;220,899;212,971;212,971;219,341;220,899;259,693;294,034;345,118;335,742;324,635;302,9;297,567;281,808;266,416;273,211;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/01/1980;;1;1;715,96;258,023;401,56;17;28;1;1;1;;0;366,13;373,901;373,901;570,272;470,286;459,228;373,901;366,13;370,007;345,118;313,688;281,808;328,32;373,901;492,436;704,706;715,96;585,15;462,913;399,635;354,604;317,319;294,034;274,922;264,728;261,366;259,693;258,023;283,541;455,544;697,208;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/02/1980;;1;1;1626,325;533,149;1035,117;23;29;1;1;1;;0;644,814;656,027;734,733;1121,483;1163,563;1255,59;1190,375;1056,578;810,016;1056,578;1155,907;1110,017;900,737;965,229;787,4;1014,668;1182,712;1232,557;1152,08;1125,306;1305,556;1494,577;1626,325;1556,519;1205,706;798,705;603,769;577,709;533,149;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
34060000;2;01/03/1980;;1;1;652,288;273,211;396,553;1;31;1;1;1;;0;652,288;603,769;607,496;477,665;440,635;430,226;522,032;611,224;566,555;488,741;455,544;451,15;370,007;352,698;337,608;341,354;350,796;356,514;337,608;324,635;313,688;306,478;304,687;302,9;297,567;290,518;287,021;281,808;280,08;276,637;273,211;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/04/1980;;1;1;451,15;251,391;297,214;11;27;1;1;1;;0;271,506;269,805;276,637;306,478;320,968;294,034;297,567;299,34;409,725;434,377;451,15;370,007;358,428;322,8;302,9;290,518;283,541;278,356;271,506;264,728;259,693;256,358;254,698;254,698;254,698;253,042;251,391;251,391;251,391;254,698;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
34060000;2;01/05/1980;;1;1;254,698;222,462;234,708;1;28;1;1;1;;0;254,698;254,698;253,042;249,745;246,466;246,466;244,833;244,833;241,582;238,349;238,349;236,739;235,134;233,534;231,938;231,938;230,347;228,761;228,761;228,761;228,761;228,761;228,761;225,602;225,602;225,602;224,03;222,462;222,462;222,462;222,462;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/06/1980;;1;1;222,462;206,208;213,97;1;30;1;1;1;;0;222,462;219,341;219,341;219,341;219,341;219,341;219,341;219,341;216,238;216,238;216,238;214,676;212,971;212,971;212,971;212,971;212,971;212,971;212,971;211,272;211,272;211,272;209,579;209,579;209,579;209,579;209,579;209,579;209,579;206,208;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
34060000;2;01/07/1980;;1;1;206,208;196,228;200,131;1;25;1;1;1;;0;206,208;206,208;206,208;204,531;202,859;202,859;202,859;202,859;202,859;202,859;199,533;199,533;199,533;199,533;199,533;199,533;199,533;199,533;199,533;199,533;199,533;199,533;197,878;197,878;196,228;196,228;196,228;196,228;196,228;196,228;196,228;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/08/1980;;1;1;196,228;180,04;188,456;1;30;1;1;1;;0;196,228;196,228;192,946;192,946;192,946;192,946;192,946;192,946;192,946;192,946;192,946;192,946;192,946;192,946;189,686;189,686;186,448;186,448;186,448;186,448;183,232;183,232;183,232;183,232;183,232;183,232;183,232;183,232;183,232;180,04;180,04;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/09/1980;;1;1;269,805;176,869;195,653;28;17;1;1;1;;0;180,04;180,04;180,04;180,04;180,04;183,232;183,232;192,946;196,228;192,946;186,448;183,232;183,232;183,232;180,04;178,452;176,869;180,04;183,232;183,232;183,232;183,232;183,232;201,193;216,238;216,238;246,466;269,805;266,416;236,739;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
34060000;2;01/10/1980;;1;1;259,693;167,494;205,28;3;28;1;1;1;;0;235,134;244,833;259,693;236,739;217,787;206,208;199,533;197,878;194,584;186,448;183,232;183,232;183,232;186,448;202,859;246,466;238,349;258,023;244,833;225,602;209,579;201,193;197,878;194,584;186,448;186,448;186,448;167,494;167,494;167,494;167,494;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/11/1980;;1;1;317,319;167,494;266,325;30;1;1;1;1;;0;167,494;183,232;217,787;227,179;217,787;258,023;295,798;299,34;274,922;285,279;294,034;261,366;278,356;292,274;276,637;306,478;313,688;278,356;276,637;280,08;268,108;249,745;235,134;231,938;228,761;256,358;306,478;306,478;304,687;317,319;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
34060000;2;01/12/1980;;1;1;397,596;249,745;307,452;18;10;1;1;1;;0;294,034;294,034;278,356;271,506;278,356;317,319;308,274;283,541;269,805;249,745;253,042;261,366;316,633;347,333;293,237;332,804;345,236;397,596;370,886;370,886;357,929;318,629;293,237;276,362;272,69;287,548;280,063;298,99;314,644;357,929;338,987;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/01/1981;;1;1;370,886;229,14;308,83;3;10;1;1;1;;0;322,643;328,718;370,886;324,66;308,72;278,209;254,749;240,897;237,504;229,14;230,799;237,504;263,632;316,633;343,146;345,236;324,66;370,886;338,987;318,629;295,147;270,864;280,063;298,99;343,146;368,709;353,669;332,804;349,438;347,333;347,333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/02/1981;;1;1;440,597;191,362;256,187;3;28;1;1;1;;0;318,629;373,072;440,597;360,071;312,662;274,522;252,993;244,319;252,993;249,503;237,504;244,319;249,503;246,04;252,993;287,548;272,69;244,319;230,799;220,947;214,516;208,193;205,072;200,442;197,389;197,389;192,859;191,362;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
34060000;2;01/03/1981;;1;1;806,245;188,389;414,677;25;1;1;1;2;;0;188,389;188,389;188,389;188,389;188,389;189,872;208,193;220,947;239,197;252,993;254,749;295,147;349,438;393,07;518,329;746,006;618,682;492,436;370,886;585,15;522,032;401,61;368,709;444,79;806,245;611,224;585,15;629,876;723,467;533,149;551,698;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;
34060000;2;01/04/1981;;1;1;719,713;242,605;366,572;2;29;1;1;1;;0;585,15;719,713;678,477;585,15;510,925;409,69;357,929;334,858;312,662;295,147;285,666;276,362;269,046;261,841;254,749;251,244;249,503;324,66;562,839;540,565;384,108;364,375;338,987;308,72;276,362;267,234;254,749;251,244;242,605;242,605;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
34060000;2;01/05/1981;;1;1;239,197;203,522;216,716;1;30;1;1;1;;0;239,197;235,817;232,465;232,465;232,465;227,488;225,842;225,842;222,572;219,329;217,718;217,718;217,718;216,114;216,114;216,114;216,114;214,516;212,925;211,341;211,341;209,764;206,63;206,63;206,63;205,072;205,072;205,072;205,072;203,522;203,522;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/06/1981;;1;1;216,114;194,362;198,632;12;22;1;1;1;;0;200,442;200,442;200,442;200,442;200,442;200,442;200,442;200,442;200,442;200,442;200,442;216,114;201,979;200,442;200,442;200,442;198,912;197,389;197,389;195,872;195,872;194,362;194,362;194,362;194,362;194,362;194,362;194,362;194,362;194,362;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
34060000;2;01/07/1981;;1;1;192,859;181,072;186,363;1;26;1;1;1;;0;192,859;192,859;191,362;189,872;189,872;189,872;189,872;189,872;189,872;189,872;188,389;186,912;186,912;186,912;186,912;186,912;186,912;186,912;185,442;185,442;185,442;183,979;182,522;182,522;182,522;181,072;181,072;181,072;181,072;181,072;181,072;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/08/1981;;1;1;186,912;175,338;178,992;24;18;1;1;1;;0;181,072;181,072;181,072;179,629;179,629;179,629;179,629;179,629;179,629;179,629;178,192;176,762;176,762;176,762;176,762;176,762;176,762;175,338;175,338;175,338;176,762;179,629;185,442;186,912;183,979;182,522;179,629;178,192;178,192;176,762;175,338;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/09/1981;;1;1;172,511;160,112;164,801;1;26;1;1;1;;0;172,511;172,511;169,71;168,319;168,319;168,319;168,319;168,319;166,935;166,935;165,557;165,557;165,557;165,557;164,186;164,186;164,186;164,186;162,822;162,822;162,822;161,463;161,463;161,463;161,463;160,112;160,112;160,112;160,112;160,112;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
34060000;2;01/10/1981;;1;1;278,209;160,112;195,368;31;1;1;1;2;;0;160,112;160,112;161,463;179,629;191,362;179,629;176,762;175,338;172,511;173,921;183,979;198,912;220,947;214,516;211,341;205,072;197,389;205,072;201,979;203,522;211,341;208,193;201,979;195,872;191,362;197,389;188,389;188,389;195,872;225,842;278,209;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;
34060000;2;01/11/1981;;1;1;622,412;234,137;304,792;24;7;1;1;1;;0;247,768;240,897;239,197;276,362;270,864;239,197;234,137;251,244;276,362;318,629;375,264;328,718;274,522;263,632;256,512;246,04;249,503;260,058;343,146;297,065;281,923;304,806;395,329;622,412;419,886;353,669;324,66;310,687;322,643;318,629;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
34060000;2;01/12/1981;;1;1;312,662;208,193;249,917;1;29;1;1;1;;0;312,662;302,86;297,065;285,666;291,334;270,864;269,046;260,058;234,137;222,572;217,718;220,947;232,465;230,799;222,572;219,329;258,281;285,666;285,666;270,864;272,69;252,993;240,897;234,137;229,14;219,329;219,329;214,516;208,193;216,114;249,503;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/01/1982;;1;1;885,59;269,046;482,08;16;1;1;1;1;;0;269,046;302,86;318,629;306,759;390,819;326,685;304,806;355,796;403,623;351,55;316,633;362,219;588,872;659,766;738,49;885,59;776,101;772,337;772,337;603,769;622,412;573,99;518,329;455,346;426,055;426,055;485,048;481,356;434,339;384,108;330,757;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/02/1982;;1;1;499,828;237,504;298,542;28;14;1;1;1;;0;300,921;281,923;272,69;265,43;258,281;258,281;261,841;283,791;278,209;265,43;256,512;249,503;240,897;237,504;237,504;258,281;276,362;312,662;338,987;322,643;293,237;281,923;289,438;401,61;360,071;338,987;436,421;499,828;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
34060000;2;01/03/1982;;1;1;492,436;267,234;331,071;1;19;2;1;2;;0;492,436;381,886;355,796;326,685;341,063;349,438;360,071;368,709;381,886;388,574;397,596;375,264;324,66;297,065;278,209;306,759;287,548;272,69;267,234;283,791;314,644;310,687;291,334;285,666;287,548;274,522;278,209;345,236;355,796;334,858;347,333;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/04/1982;;1;1;459,228;220,947;317,873;10;7;1;1;1;;0;322,643;285,666;247,768;234,137;230,799;227,488;220,947;239,197;324,66;459,228;411,721;399,6;357,929;355,796;362,219;397,596;442,691;417,839;440,597;428,12;377,464;324,66;280,063;263,632;261,841;254,749;249,503;244,319;237,504;235,817;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
34060000;2;01/05/1982;;1;1;232,465;198,912;212,773;1;31;1;1;1;;0;232,465;230,799;227,488;225,842;224,204;219,329;219,329;219,329;219,329;217,718;216,114;216,114;214,516;212,925;211,341;209,764;208,193;206,63;206,63;206,63;206,63;206,63;206,63;206,63;206,63;206,63;206,63;203,522;201,979;200,442;198,912;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
34060000;2;01/06/1982;;1;1;197,389;188,389;192,227;1;20;1;1;1;;0;197,389;197,389;195,872;194,362;195,872;197,389;197,389;197,389;194,362;194,362;194,362;194,362;194,362;194,362;192,859;191,362;191,362;189,872;189,872;188,389;188,389;188,389;188,389;188,389;188,389;188,389;188,389;188,389;188,389;188,389;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
