,data,vel_m,month,year
5044,2003-10-08,1.666667,10,2003
5045,2003-10-09,3.333333,10,2003
5046,2003-10-10,2.0,10,2003
5047,2003-10-11,2.333333,10,2003
5048,2003-10-12,3.333333,10,2003
5049,2003-10-13,4.3333330000000005,10,2003
5050,2003-10-14,2.333333,10,2003
5051,2003-10-15,3.0,10,2003
5052,2003-10-16,0.333333,10,2003
5053,2003-10-17,0.333333,10,2003
5054,2003-10-18,0.0,10,2003
5055,2003-10-19,2.0,10,2003
5056,2003-10-20,1.666667,10,2003
5057,2003-10-21,3.333333,10,2003
5058,2003-10-22,1.666667,10,2003
5059,2003-10-23,2.666667,10,2003
5060,2003-10-24,2.666667,10,2003
5061,2003-10-25,4.3333330000000005,10,2003
5062,2003-10-26,5.0,10,2003
5063,2003-10-27,1.666667,10,2003
5064,2003-10-28,3.0,10,2003
5065,2003-10-29,2.666667,10,2003
5066,2003-10-30,1.666667,10,2003
5067,2003-10-31,1.333333,10,2003
5068,2003-11-01,3.0,11,2003
5069,2003-11-02,1.333333,11,2003
5070,2003-11-03,1.666667,11,2003
5071,2003-11-04,2.333333,11,2003
5072,2003-11-05,1.666667,11,2003
5073,2003-11-06,1.666667,11,2003
5074,2003-11-07,1.0,11,2003
5075,2003-11-08,2.666667,11,2003
5076,2003-11-09,3.666667,11,2003
5077,2003-11-10,2.666667,11,2003
5078,2003-11-11,2.333333,11,2003
5079,2003-11-12,2.333333,11,2003
5080,2003-11-13,1.666667,11,2003
5081,2003-11-14,1.0,11,2003
5082,2003-11-15,3.666667,11,2003
5083,2003-11-16,3.666667,11,2003
5084,2003-11-17,1.666667,11,2003
5085,2003-11-18,3.666667,11,2003
5086,2003-11-19,2.666667,11,2003
5087,2003-11-20,2.333333,11,2003
5088,2003-11-21,2.666667,11,2003
5089,2003-11-22,2.0,11,2003
5090,2003-11-23,2.333333,11,2003
5091,2003-11-24,3.0,11,2003
5092,2003-11-25,3.0,11,2003
5093,2003-11-26,3.0,11,2003
5094,2003-11-27,2.333333,11,2003
5095,2003-11-28,2.333333,11,2003
5096,2003-11-29,1.666667,11,2003
5097,2003-11-30,2.333333,11,2003
5098,2003-12-01,2.333333,12,2003
5099,2003-12-02,1.333333,12,2003
5100,2003-12-03,1.666667,12,2003
5101,2003-12-04,1.666667,12,2003
5102,2003-12-05,0.866667,12,2003
5103,2003-12-06,1.333333,12,2003
5104,2003-12-07,2.666667,12,2003
5105,2003-12-08,2.666667,12,2003
5106,2003-12-09,2.333333,12,2003
5107,2003-12-10,5.0,12,2003
5108,2003-12-11,2.333333,12,2003
5109,2003-12-12,3.0,12,2003
5110,2003-12-13,2.333333,12,2003
5111,2003-12-14,3.666667,12,2003
5112,2003-12-15,3.666667,12,2003
5113,2003-12-16,2.666667,12,2003
5114,2003-12-17,2.0,12,2003
5115,2003-12-18,3.333333,12,2003
5116,2003-12-19,3.666667,12,2003
5117,2003-12-20,3.0,12,2003
5118,2003-12-21,1.666667,12,2003
5119,2003-12-22,3.0,12,2003
5120,2003-12-23,2.0,12,2003
5121,2003-12-24,1.0,12,2003
5122,2003-12-25,2.333333,12,2003
5123,2003-12-26,3.666667,12,2003
5124,2003-12-27,2.333333,12,2003
5125,2003-12-28,2.666667,12,2003
5126,2003-12-29,3.0,12,2003
5127,2003-12-30,5.0,12,2003
5128,2003-12-31,2.333333,12,2003
5129,2004-01-01,1.666667,1,2004
5130,2004-01-02,2.0,1,2004
5131,2004-01-03,2.666667,1,2004
5132,2004-01-04,3.333333,1,2004
5133,2004-01-05,3.666667,1,2004
5134,2004-01-06,3.0,1,2004
5135,2004-01-07,3.0,1,2004
5136,2004-01-08,1.0,1,2004
5137,2004-01-09,1.666667,1,2004
5138,2004-01-10,1.666667,1,2004
5139,2004-01-11,2.0,1,2004
5140,2004-01-12,0.0,1,2004
5141,2004-01-13,1.0,1,2004
5142,2004-01-14,0.666667,1,2004
5143,2004-01-15,1.666667,1,2004
5144,2004-01-16,1.0,1,2004
5145,2004-01-17,0.666667,1,2004
5146,2004-01-18,1.0,1,2004
5147,2004-01-19,0.0,1,2004
5148,2004-01-20,0.333333,1,2004
5149,2004-01-21,0.0,1,2004
5150,2004-01-22,2.333333,1,2004
5151,2004-01-23,0.333333,1,2004
5152,2004-01-24,0.0,1,2004
5153,2004-01-25,0.666667,1,2004
5154,2004-01-26,0.0,1,2004
5155,2004-01-27,1.0,1,2004
5156,2004-01-28,0.666667,1,2004
5157,2004-01-29,1.666667,1,2004
5158,2004-01-30,1.0,1,2004
5159,2004-01-31,2.0,1,2004
5160,2004-02-01,1.0,2,2004
5161,2004-02-02,2.0,2,2004
5162,2004-02-03,0.333333,2,2004
5163,2004-02-04,1.0,2,2004
5164,2004-02-05,0.0,2,2004
5165,2004-02-06,0.0,2,2004
5166,2004-02-07,0.0,2,2004
5167,2004-02-08,0.333333,2,2004
5168,2004-02-09,0.333333,2,2004
5169,2004-02-10,1.0,2,2004
5170,2004-02-11,2.666667,2,2004
5171,2004-02-12,2.0,2,2004
5172,2004-02-13,1.666667,2,2004
5173,2004-02-14,1.333333,2,2004
5174,2004-02-15,1.333333,2,2004
5175,2004-02-16,1.666667,2,2004
5176,2004-02-17,0.666667,2,2004
5177,2004-02-18,1.666667,2,2004
5178,2004-02-19,1.666667,2,2004
5179,2004-02-20,1.333333,2,2004
5180,2004-02-21,2.333333,2,2004
5181,2004-02-22,1.0,2,2004
5182,2004-02-23,1.333333,2,2004
5183,2004-02-24,1.666667,2,2004
5184,2004-02-25,1.0,2,2004
5185,2004-02-26,2.333333,2,2004
5186,2004-02-27,2.0,2,2004
5187,2004-02-28,0.666667,2,2004
5188,2004-02-29,0.666667,2,2004
5189,2004-03-01,2.666667,3,2004
5190,2004-03-02,1.0,3,2004
5191,2004-03-03,1.0,3,2004
5192,2004-03-04,0.666667,3,2004
5193,2004-03-05,3.0,3,2004
5194,2004-03-06,1.333333,3,2004
5195,2004-03-07,2.0,3,2004
5196,2004-03-08,1.333333,3,2004
5197,2004-03-09,2.0,3,2004
5198,2004-03-10,5.3333330000000005,3,2004
5199,2004-03-11,2.333333,3,2004
5200,2004-03-12,1.333333,3,2004
5201,2004-03-13,1.666667,3,2004
5202,2004-03-14,1.0,3,2004
5203,2004-03-15,2.333333,3,2004
5204,2004-03-16,3.0,3,2004
5205,2004-03-17,1.333333,3,2004
5206,2004-03-18,1.0,3,2004
5207,2004-03-19,2.333333,3,2004
5208,2004-03-20,1.333333,3,2004
5209,2004-03-21,3.0,3,2004
5210,2004-03-22,1.333333,3,2004
5211,2004-03-23,2.666667,3,2004
5212,2004-03-24,2.0,3,2004
5213,2004-03-25,3.666667,3,2004
5214,2004-03-26,2.333333,3,2004
5215,2004-03-27,3.0,3,2004
5216,2004-03-28,4.3333330000000005,3,2004
5217,2004-03-29,1.666667,3,2004
5218,2004-03-30,3.666667,3,2004
5219,2004-03-31,1.666667,3,2004
5220,2004-04-01,2.666667,4,2004
5221,2004-04-02,2.333333,4,2004
5222,2004-04-03,2.333333,4,2004
5223,2004-04-04,2.4666669999999997,4,2004
5224,2004-04-05,2.333333,4,2004
5225,2004-04-06,2.0,4,2004
5226,2004-04-07,2.666667,4,2004
5227,2004-04-08,2.666667,4,2004
5228,2004-04-09,2.0,4,2004
5229,2004-04-10,2.666667,4,2004
5230,2004-04-11,2.0,4,2004
5231,2004-04-12,2.333333,4,2004
5232,2004-04-13,3.666667,4,2004
5233,2004-04-14,1.0,4,2004
5234,2004-04-15,1.333333,4,2004
5235,2004-04-16,1.666667,4,2004
5236,2004-04-17,2.333333,4,2004
5237,2004-04-18,0.333333,4,2004
5238,2004-04-19,2.0,4,2004
5239,2004-04-20,2.666667,4,2004
5240,2004-04-21,2.333333,4,2004
5241,2004-04-22,3.333333,4,2004
5242,2004-04-23,3.333333,4,2004
5243,2004-04-24,2.0,4,2004
5244,2004-04-25,0.666667,4,2004
5245,2004-04-26,0.666667,4,2004
5246,2004-04-27,1.0,4,2004
5247,2004-04-28,1.0,4,2004
5248,2004-04-29,2.333333,4,2004
5249,2004-04-30,1.333333,4,2004
5250,2004-05-01,3.0,5,2004
5251,2004-05-02,3.0,5,2004
5252,2004-05-03,2.666667,5,2004
5253,2004-05-04,1.5,5,2004
5254,2004-05-05,0.5,5,2004
5255,2004-05-06,1.5,5,2004
5256,2004-05-07,3.0,5,2004
5257,2004-05-08,2.0,5,2004
5258,2004-05-09,0.75,5,2004
5259,2004-05-10,0.0,5,2004
5260,2004-05-11,1.5,5,2004
5261,2004-05-12,1.5,5,2004
5262,2004-05-13,1.0,5,2004
5263,2004-05-14,3.0,5,2004
5264,2004-05-15,3.0,5,2004
5265,2004-05-16,0.5,5,2004
5266,2004-05-17,0.0,5,2004
5267,2004-05-18,1.0,5,2004
5268,2004-05-19,3.0,5,2004
5269,2004-05-20,1.5,5,2004
5270,2004-05-21,2.0,5,2004
5271,2004-05-22,1.0,5,2004
5272,2004-05-23,0.5,5,2004
5273,2004-05-24,0.0,5,2004
5274,2004-05-25,1.0,5,2004
5275,2004-05-26,0.5,5,2004
5276,2004-05-27,3.0,5,2004
5277,2004-05-28,1.5,5,2004
5278,2004-05-29,1.0,5,2004
5279,2004-05-30,1.0,5,2004
5280,2004-05-31,0.5,5,2004
5281,2004-06-01,1.5,6,2004
5282,2004-06-02,0.0,6,2004
5283,2004-06-03,1.5,6,2004
5284,2004-06-04,1.0,6,2004
5285,2004-06-05,1.5,6,2004
5286,2004-06-06,2.5,6,2004
5287,2004-06-07,1.5,6,2004
5288,2004-06-08,3.0,6,2004
5289,2004-06-09,1.5,6,2004
5290,2004-06-10,1.5,6,2004
5291,2004-06-11,0.0,6,2004
5292,2004-06-12,2.5,6,2004
5293,2004-06-13,1.5,6,2004
5294,2004-06-14,4.0,6,2004
5295,2004-06-15,2.5,6,2004
5296,2004-06-16,0.0,6,2004
5297,2004-06-17,1.5,6,2004
5298,2004-06-18,1.5,6,2004
5299,2004-06-19,0.0,6,2004
5300,2004-06-20,1.0,6,2004
5301,2004-06-21,0.0,6,2004
5302,2004-06-22,0.0,6,2004
5303,2004-06-23,0.0,6,2004
5304,2004-06-24,2.5,6,2004
5305,2004-06-25,2.5,6,2004
5306,2004-06-26,1.5,6,2004
5307,2004-06-27,3.0,6,2004
5308,2004-06-28,1.0,6,2004
5309,2004-06-29,1.0,6,2004
5310,2004-06-30,1.0,6,2004
5311,2004-07-01,1.0,7,2004
5312,2004-07-02,1.666667,7,2004
5313,2004-07-03,1.666667,7,2004
5314,2004-07-04,0.666667,7,2004
5315,2004-07-05,2.0,7,2004
5316,2004-07-06,2.666667,7,2004
5317,2004-07-07,3.333333,7,2004
5318,2004-07-08,0.0,7,2004
5319,2004-07-09,2.0,7,2004
5320,2004-07-10,2.666667,7,2004
5321,2004-07-11,3.333333,7,2004
5322,2004-07-12,2.666667,7,2004
5323,2004-07-13,1.0,7,2004
5324,2004-07-14,1.0,7,2004
5325,2004-07-15,1.666667,7,2004
5326,2004-07-16,0.666667,7,2004
5327,2004-07-17,1.666667,7,2004
5328,2004-07-18,2.666667,7,2004
5329,2004-07-19,3.666667,7,2004
5330,2004-07-20,1.666667,7,2004
5331,2004-07-21,1.0,7,2004
5332,2004-07-22,2.666667,7,2004
5333,2004-07-23,3.666667,7,2004
5334,2004-07-24,3.333333,7,2004
5335,2004-07-25,4.0,7,2004
5336,2004-07-26,2.666667,7,2004
5337,2004-07-27,3.666667,7,2004
5338,2004-07-28,3.695547,7,2004
5339,2004-07-29,2.666667,7,2004
5340,2004-07-30,3.0,7,2004
5341,2004-07-31,2.0,7,2004
5342,2004-08-01,4.3333330000000005,8,2004
5343,2004-08-02,1.0,8,2004
5344,2004-08-03,2.333333,8,2004
5345,2004-08-04,1.666667,8,2004
5346,2004-08-05,1.0,8,2004
5347,2004-08-06,0.0,8,2004
5348,2004-08-07,0.0,8,2004
5349,2004-08-08,0.333333,8,2004
5350,2004-08-09,2.333333,8,2004
5351,2004-08-10,2.666667,8,2004
5352,2004-08-11,4.0,8,2004
5353,2004-08-12,2.666667,8,2004
5354,2004-08-13,2.333333,8,2004
5355,2004-08-14,1.666667,8,2004
5356,2004-08-15,2.666667,8,2004
5357,2004-08-16,0.0,8,2004
5358,2004-08-17,1.333333,8,2004
5359,2004-08-18,1.0,8,2004
5360,2004-08-19,0.666667,8,2004
5361,2004-08-20,1.666667,8,2004
5362,2004-08-21,1.0,8,2004
5363,2004-08-22,0.666667,8,2004
5364,2004-08-23,1.333333,8,2004
5365,2004-08-24,2.333333,8,2004
5366,2004-08-25,3.333333,8,2004
5367,2004-08-26,2.666667,8,2004
5368,2004-08-27,1.0,8,2004
5369,2004-08-28,2.0,8,2004
5370,2004-08-29,0.0,8,2004
5371,2004-08-30,2.0,8,2004
5372,2004-08-31,2.333333,8,2004
5373,2004-09-01,2.0,9,2004
5374,2004-09-02,3.666667,9,2004
5375,2004-09-03,1.666667,9,2004
5376,2004-09-04,2.333333,9,2004
5377,2004-09-05,3.0,9,2004
5378,2004-09-06,2.333333,9,2004
5379,2004-09-07,4.3333330000000005,9,2004
5380,2004-09-08,2.666667,9,2004
5381,2004-09-09,3.0,9,2004
5382,2004-09-10,2.0,9,2004
5383,2004-09-11,0.666667,9,2004
5384,2004-09-12,4.3333330000000005,9,2004
5385,2004-09-13,1.666667,9,2004
5386,2004-09-14,1.666667,9,2004
5387,2004-09-15,3.0,9,2004
5388,2004-09-16,1.0,9,2004
5389,2004-09-17,1.666667,9,2004
5390,2004-09-18,3.0,9,2004
5391,2004-09-19,2.333333,9,2004
5392,2004-09-20,3.0,9,2004
5393,2004-09-21,4.3333330000000005,9,2004
5394,2004-09-22,0.666667,9,2004
5395,2004-09-23,1.333333,9,2004
5396,2004-09-24,3.666667,9,2004
5397,2004-09-25,1.0,9,2004
5398,2004-09-26,2.0,9,2004
5399,2004-09-27,3.333333,9,2004
5400,2004-09-28,3.0,9,2004
5401,2004-09-29,3.0,9,2004
5402,2004-09-30,2.333333,9,2004
5403,2004-10-01,3.0,10,2004
5404,2004-10-02,3.0,10,2004
5405,2004-10-03,2.333333,10,2004
5406,2004-10-04,1.666667,10,2004
5407,2004-10-05,2.666667,10,2004
5408,2004-10-06,1.666667,10,2004
5409,2004-10-07,2.0,10,2004
5410,2004-10-08,2.0,10,2004
5411,2004-10-09,4.3333330000000005,10,2004
5412,2004-10-10,4.6666669999999995,10,2004
5413,2004-10-11,3.666667,10,2004
5414,2004-10-12,3.666667,10,2004
5415,2004-10-13,2.333333,10,2004
5416,2004-10-14,2.333333,10,2004
5417,2004-10-15,3.666667,10,2004
5418,2004-10-16,5.0,10,2004
5419,2004-10-17,3.0,10,2004
5420,2004-10-18,1.666667,10,2004
5421,2004-10-19,3.666667,10,2004
5422,2004-10-20,4.3333330000000005,10,2004
5423,2004-10-21,4.3333330000000005,10,2004
5424,2004-10-22,5.0,10,2004
5425,2004-10-23,4.0,10,2004
5426,2004-10-24,4.3333330000000005,10,2004
5427,2004-10-25,3.666667,10,2004
5428,2004-10-26,3.0,10,2004
5429,2004-10-27,0.333333,10,2004
5430,2004-10-28,2.0,10,2004
5431,2004-10-29,3.666667,10,2004
5432,2004-10-30,3.666667,10,2004
5433,2004-10-31,0.666667,10,2004
5434,2004-11-01,3.0,11,2004
5435,2004-11-02,5.6666669999999995,11,2004
5436,2004-11-03,3.333333,11,2004
5437,2004-11-04,4.0,11,2004
5438,2004-11-05,6.3333330000000005,11,2004
5439,2004-11-06,5.6666669999999995,11,2004
5440,2004-11-07,5.3333330000000005,11,2004
5441,2004-11-08,5.0,11,2004
5442,2004-11-09,3.666667,11,2004
5443,2004-11-10,3.0,11,2004
5444,2004-11-11,3.666667,11,2004
5445,2004-11-12,1.666667,11,2004
5446,2004-11-13,1.0,11,2004
5447,2004-11-14,2.333333,11,2004
5448,2004-11-15,3.666667,11,2004
5449,2004-11-16,3.666667,11,2004
5450,2004-11-17,4.3333330000000005,11,2004
5451,2004-11-18,3.666667,11,2004
5452,2004-11-19,1.0,11,2004
5453,2004-11-20,0.666667,11,2004
5454,2004-11-21,1.666667,11,2004
5455,2004-11-22,2.0,11,2004
5456,2004-11-23,1.666667,11,2004
5457,2004-11-24,3.0,11,2004
5458,2004-11-25,2.333333,11,2004
5459,2004-11-26,1.333333,11,2004
5460,2004-11-27,1.0,11,2004
5461,2004-11-28,1.0,11,2004
5462,2004-11-29,1.0,11,2004
5463,2004-11-30,2.333333,11,2004
5464,2004-12-01,3.333333,12,2004
5465,2004-12-02,2.333333,12,2004
5466,2004-12-03,2.666667,12,2004
5467,2004-12-04,2.666667,12,2004
5468,2004-12-05,4.3333330000000005,12,2004
5469,2004-12-06,5.0,12,2004
5470,2004-12-07,2.333333,12,2004
5471,2004-12-08,1.0,12,2004
5472,2004-12-09,1.0,12,2004
5473,2004-12-10,0.333333,12,2004
5474,2004-12-11,0.333333,12,2004
5475,2004-12-12,1.0,12,2004
5476,2004-12-13,1.0,12,2004
5477,2004-12-14,4.0,12,2004
5478,2004-12-15,4.0,12,2004
5479,2004-12-16,1.666667,12,2004
5480,2004-12-17,2.333333,12,2004
5481,2004-12-18,4.3333330000000005,12,2004
5482,2004-12-19,2.666667,12,2004
5483,2004-12-20,4.1,12,2004
5484,2004-12-21,1.0,12,2004
5485,2004-12-22,2.333333,12,2004
5486,2004-12-23,3.0,12,2004
5487,2004-12-24,3.0,12,2004
5488,2004-12-25,1.333333,12,2004
5489,2004-12-26,2.333333,12,2004
5490,2004-12-27,1.666667,12,2004
5491,2004-12-28,2.0,12,2004
5492,2004-12-29,0.666667,12,2004
5493,2004-12-30,2.333333,12,2004
5494,2004-12-31,4.6666669999999995,12,2004
5495,2005-01-01,4.6666669999999995,1,2005
5496,2005-01-02,5.0,1,2005
5497,2005-01-03,4.3333330000000005,1,2005
5498,2005-01-04,1.0,1,2005
5499,2005-01-05,0.666667,1,2005
5500,2005-01-06,1.333333,1,2005
5501,2005-01-07,1.0,1,2005
5502,2005-01-08,1.666667,1,2005
5503,2005-01-09,1.333333,1,2005
5504,2005-01-10,1.333333,1,2005
5505,2005-01-11,4.3333330000000005,1,2005
5506,2005-01-12,4.3333330000000005,1,2005
5507,2005-01-13,1.666667,1,2005
5508,2005-01-14,1.0,1,2005
5509,2005-01-15,2.666667,1,2005
5510,2005-01-16,3.0,1,2005
5511,2005-01-17,1.0,1,2005
5512,2005-01-18,1.0,1,2005
5513,2005-01-19,1.0,1,2005
5514,2005-01-20,0.0,1,2005
5515,2005-01-21,1.0,1,2005
5516,2005-01-22,1.666667,1,2005
5517,2005-01-23,0.0,1,2005
5518,2005-01-24,0.0,1,2005
5519,2005-01-25,0.666667,1,2005
5520,2005-01-26,3.333333,1,2005
5521,2005-01-27,1.666667,1,2005
5522,2005-01-28,1.0,1,2005
5523,2005-01-29,0.0,1,2005
5524,2005-01-30,2.666667,1,2005
5525,2005-01-31,1.333333,1,2005
5526,2005-02-01,3.0,2,2005
5527,2005-02-02,6.0,2,2005
5528,2005-02-03,0.5,2,2005
5529,2005-02-04,4.0,2,2005
5530,2005-02-05,1.5,2,2005
5531,2005-02-06,2.5,2,2005
5532,2005-02-07,2.5,2,2005
5533,2005-02-08,1.5,2,2005
5534,2005-02-09,2.5,2,2005
5535,2005-02-10,0.0,2,2005
5536,2005-02-11,1.5,2,2005
5537,2005-02-12,1.0,2,2005
5538,2005-02-13,3.0,2,2005
5539,2005-02-14,1.5,2,2005
5540,2005-02-15,1.0,2,2005
5541,2005-02-16,1.5,2,2005
5542,2005-02-17,2.0,2,2005
5543,2005-02-18,1.5,2,2005
5544,2005-02-19,4.0,2,2005
5545,2005-02-20,1.5,2,2005
5546,2005-02-21,1.0,2,2005
5547,2005-02-22,1.5,2,2005
5548,2005-02-23,3.0,2,2005
5549,2005-02-24,4.5,2,2005
5550,2005-02-25,1.5,2,2005
5551,2005-02-26,3.5,2,2005
5552,2005-02-27,4.0,2,2005
5553,2005-02-28,1.5,2,2005
5554,2005-03-01,1.5,3,2005
5555,2005-03-02,0.5,3,2005
5556,2005-03-03,2.0,3,2005
5557,2005-03-04,3.0,3,2005
5558,2005-03-05,3.0,3,2005
5559,2005-03-06,4.0,3,2005
5560,2005-03-07,3.0,3,2005
5561,2005-03-08,3.0,3,2005
5562,2005-03-09,2.0,3,2005
5563,2005-03-10,0.0,3,2005
5564,2005-03-11,2.0,3,2005
5565,2005-03-12,1.5,3,2005
5566,2005-03-13,2.5,3,2005
5567,2005-03-14,1.5,3,2005
5568,2005-03-15,2.0,3,2005
5569,2005-03-16,2.0,3,2005
5570,2005-03-17,1.0,3,2005
5571,2005-03-18,1.0,3,2005
5572,2005-03-19,1.5,3,2005
5573,2005-03-20,0.0,3,2005
5574,2005-03-21,2.0,3,2005
5575,2005-03-22,2.0,3,2005
5576,2005-03-23,1.5,3,2005
5577,2005-03-24,1.5,3,2005
5578,2005-03-25,0.0,3,2005
5579,2005-03-26,2.5,3,2005
5580,2005-03-27,0.0,3,2005
5581,2005-03-28,0.0,3,2005
5582,2005-03-29,0.5,3,2005
5583,2005-03-30,1.5,3,2005
5584,2005-03-31,0.5,3,2005
5585,2005-04-01,1.0,4,2005
5586,2005-04-02,0.666667,4,2005
5587,2005-04-03,0.0,4,2005
5588,2005-04-04,1.0,4,2005
5589,2005-04-05,2.666667,4,2005
5590,2005-04-06,1.666667,4,2005
5591,2005-04-07,2.666667,4,2005
5592,2005-04-08,2.333333,4,2005
5593,2005-04-09,2.0,4,2005
5594,2005-04-10,2.666667,4,2005
5595,2005-04-11,2.666667,4,2005
5596,2005-04-12,0.0,4,2005
5597,2005-04-13,1.333333,4,2005
5598,2005-04-14,2.333333,4,2005
5599,2005-04-15,0.333333,4,2005
5600,2005-04-16,1.333333,4,2005
5601,2005-04-17,1.0,4,2005
5602,2005-04-18,0.666667,4,2005
5603,2005-04-19,3.0,4,2005
5604,2005-04-20,2.0,4,2005
5605,2005-04-21,3.666667,4,2005
5606,2005-04-22,1.666667,4,2005
5607,2005-04-23,0.666667,4,2005
5608,2005-04-24,1.0,4,2005
5609,2005-04-25,1.333333,4,2005
5610,2005-04-26,0.666667,4,2005
5611,2005-04-27,0.666667,4,2005
5612,2005-04-28,2.0,4,2005
5613,2005-04-29,3.0,4,2005
5614,2005-04-30,2.333333,4,2005
5615,2005-05-01,1.333333,5,2005
5616,2005-05-02,0.0,5,2005
5617,2005-05-03,0.666667,5,2005
5618,2005-05-04,0.666667,5,2005
5619,2005-05-05,1.333333,5,2005
5620,2005-05-06,1.0,5,2005
5621,2005-05-07,0.666667,5,2005
5622,2005-05-08,1.0,5,2005
5623,2005-05-09,0.666667,5,2005
5624,2005-05-10,0.333333,5,2005
5625,2005-05-11,0.666667,5,2005
5626,2005-05-12,0.333333,5,2005
5627,2005-05-13,0.666667,5,2005
5628,2005-05-14,1.333333,5,2005
5629,2005-05-15,3.0,5,2005
5630,2005-05-16,1.0,5,2005
5631,2005-05-17,0.0,5,2005
5632,2005-05-18,1.666667,5,2005
5633,2005-05-19,2.666667,5,2005
5634,2005-05-20,0.666667,5,2005
5635,2005-05-21,1.0,5,2005
5636,2005-05-22,1.666667,5,2005
5637,2005-05-23,1.666667,5,2005
5638,2005-05-24,0.333333,5,2005
5639,2005-05-25,0.333333,5,2005
5640,2005-05-26,0.0,5,2005
5641,2005-05-27,1.333333,5,2005
5642,2005-05-28,3.0,5,2005
5643,2005-05-29,1.333333,5,2005
5644,2005-05-30,1.0,5,2005
5645,2005-05-31,0.666667,5,2005
5646,2005-06-01,2.333333,6,2005
5647,2005-06-02,1.333333,6,2005
5648,2005-06-03,1.333333,6,2005
5649,2005-06-04,1.333333,6,2005
5650,2005-06-05,0.333333,6,2005
5651,2005-06-06,0.333333,6,2005
5652,2005-06-07,1.0,6,2005
5653,2005-06-08,0.333333,6,2005
5654,2005-06-09,0.666667,6,2005
5655,2005-06-10,0.333333,6,2005
5656,2005-06-11,2.0,6,2005
5657,2005-06-12,2.0,6,2005
5658,2005-06-13,0.333333,6,2005
5659,2005-06-14,1.0,6,2005
5660,2005-06-15,0.333333,6,2005
5661,2005-06-16,1.0,6,2005
5662,2005-06-17,0.0,6,2005
5663,2005-06-18,0.333333,6,2005
5664,2005-06-19,0.333333,6,2005
5665,2005-06-20,0.333333,6,2005
5666,2005-06-21,0.0,6,2005
5667,2005-06-22,1.0,6,2005
5668,2005-06-23,0.333333,6,2005
5669,2005-06-24,0.333333,6,2005
5670,2005-06-25,1.0,6,2005
5671,2005-06-26,0.333333,6,2005
5672,2005-06-27,1.0,6,2005
5673,2005-06-28,1.333333,6,2005
5674,2005-06-29,2.0,6,2005
5675,2005-06-30,2.666667,6,2005
5676,2005-07-01,1.0,7,2005
5677,2005-07-02,1.666667,7,2005
5678,2005-07-03,0.666667,7,2005
5679,2005-07-04,2.0,7,2005
5680,2005-07-05,1.0,7,2005
5681,2005-07-06,1.666667,7,2005
5682,2005-07-07,0.0,7,2005
5683,2005-07-08,0.0,7,2005
5684,2005-07-09,1.666667,7,2005
5685,2005-07-10,1.0,7,2005
5686,2005-07-11,0.0,7,2005
5687,2005-07-12,1.666667,7,2005
5688,2005-07-13,1.0,7,2005
5689,2005-07-14,1.333333,7,2005
5690,2005-07-15,2.0,7,2005
5691,2005-07-16,1.0,7,2005
5692,2005-07-17,1.666667,7,2005
5693,2005-07-18,0.666667,7,2005
5694,2005-07-19,2.0,7,2005
5695,2005-07-20,1.666667,7,2005
5696,2005-07-21,1.666667,7,2005
5697,2005-07-22,1.0,7,2005
5698,2005-07-23,1.0,7,2005
5699,2005-07-24,2.0,7,2005
5700,2005-07-25,0.666667,7,2005
5701,2005-07-26,1.333333,7,2005
5702,2005-07-27,2.666667,7,2005
5703,2005-07-28,2.333333,7,2005
5704,2005-07-29,1.666667,7,2005
5705,2005-07-30,2.666667,7,2005
5706,2005-07-31,1.666667,7,2005
5707,2005-08-01,0.666667,8,2005
5708,2005-08-02,1.0,8,2005
5709,2005-08-03,0.0,8,2005
5710,2005-08-04,1.0,8,2005
5711,2005-08-05,0.666667,8,2005
5712,2005-08-06,2.0,8,2005
5713,2005-08-07,1.0,8,2005
5714,2005-08-08,1.666667,8,2005
5715,2005-08-09,2.0,8,2005
5716,2005-08-10,1.333333,8,2005
5717,2005-08-11,3.666667,8,2005
5718,2005-08-12,1.666667,8,2005
5719,2005-08-13,2.666667,8,2005
5720,2005-08-14,1.666667,8,2005
5721,2005-08-15,1.0,8,2005
5722,2005-08-16,2.333333,8,2005
5723,2005-08-17,1.333333,8,2005
5724,2005-08-18,1.666667,8,2005
5725,2005-08-19,0.666667,8,2005
5726,2005-08-20,0.333333,8,2005
5727,2005-08-21,0.333333,8,2005
5728,2005-08-22,1.0,8,2005
5729,2005-08-23,1.0,8,2005
5730,2005-08-24,1.333333,8,2005
5731,2005-08-25,1.333333,8,2005
5732,2005-08-26,1.666667,8,2005
5733,2005-08-27,1.333333,8,2005
5734,2005-08-28,1.666667,8,2005
5735,2005-08-29,1.0,8,2005
5736,2005-08-30,2.666667,8,2005
5737,2005-08-31,2.0,8,2005
5738,2005-09-01,1.666667,9,2005
5739,2005-09-02,1.0,9,2005
5740,2005-09-03,2.0,9,2005
5741,2005-09-04,1.333333,9,2005
5742,2005-09-05,0.0,9,2005
5743,2005-09-06,2.333333,9,2005
5744,2005-09-07,1.666667,9,2005
5745,2005-09-08,3.0,9,2005
5746,2005-09-09,2.333333,9,2005
5747,2005-09-10,2.333333,9,2005
5748,2005-09-11,1.0,9,2005
5749,2005-09-12,1.0,9,2005
5750,2005-09-13,2.666667,9,2005
5751,2005-09-14,2.0,9,2005
5752,2005-09-15,1.0,9,2005
5753,2005-09-16,1.0,9,2005
