Estacao;Data;Hora;DirecaoVento;VelocidadeVento
82678;23/08/2018;1200;14;4.11552;
82678;23/08/2018;1800;14;3.08664;
82678;24/08/2018;0000;14;2.5722;
82678;24/08/2018;1200;14;4.62996;
82678;24/08/2018;1800;14;1.54332;
82678;25/08/2018;0000;14;1.54332;
82678;25/08/2018;1200;18;1.02888;
82678;25/08/2018;1800;0;0;
82678;26/08/2018;0000;0;0;
82678;26/08/2018;1200;14;3.08664;
82678;26/08/2018;1800;14;2.5722;
82678;27/08/2018;0000;14;1.54332;
82678;27/08/2018;1200;14;3.60108;
82678;27/08/2018;1800;14;2.5722;
82678;28/08/2018;0000;14;2.05776;
82678;28/08/2018;1200;9;2.5722;
82678;28/08/2018;1800;18;1.02888;
82678;29/08/2018;0000;0;0;
82678;29/08/2018;1200;14;3.08664;
82678;29/08/2018;1800;14;2.5722;
82678;30/08/2018;0000;14;3.08664;
82678;30/08/2018;1200;14;4.11552;
82678;30/08/2018;1800;14;3.08664;
82678;31/08/2018;0000;18;1.54332;
82678;31/08/2018;1200;14;2.5722;
82678;31/08/2018;1800;14;1.02888;
82678;01/09/2018;0000;14;1.54332;
82678;01/09/2018;1200;14;3.08664;
82678;01/09/2018;1800;18;1.54332;
82678;02/09/2018;0000;14;0.51444;
82678;02/09/2018;1200;14;3.60108;
82678;02/09/2018;1800;9;3.08664;
82678;03/09/2018;0000;21;;
82678;03/09/2018;1200;9;1.02888;
82678;03/09/2018;1800;0;0;
82678;04/09/2018;0000;9;0.51444;
82678;04/09/2018;1200;18;0.51444;
82678;04/09/2018;1800;14;1.02888;
82678;05/09/2018;0000;0;0;
82678;05/09/2018;1200;32;2.5722;
82678;05/09/2018;1800;32;1.54332;
82678;06/09/2018;0000;0;0;
82678;06/09/2018;1200;0;0;
82678;06/09/2018;1800;0;0;
82678;07/09/2018;0000;0;0;
82678;07/09/2018;1200;14;1.54332;
82678;07/09/2018;1800;14;2.5722;
82678;08/09/2018;0000;14;2.05776;
82678;08/09/2018;1200;14;3.08664;
82678;08/09/2018;1800;14;3.08664;
82678;09/09/2018;0000;14;1.54332;
82678;09/09/2018;1200;14;1.54332;
82678;09/09/2018;1800;9;1.54332;
82678;10/09/2018;0000;0;0;
82678;10/09/2018;1200;14;3.08664;
82678;10/09/2018;1800;14;0.51444;
82678;11/09/2018;0000;0;0;
82678;11/09/2018;1200;9;5.1444;
82678;11/09/2018;1800;9;2.5722;
82678;12/09/2018;0000;18;1.02888;
82678;12/09/2018;1200;14;3.60108;
82678;12/09/2018;1800;9;1.54332;
82678;13/09/2018;0000;14;2.05776;
82678;13/09/2018;1200;14;3.08664;
82678;13/09/2018;1800;14;3.08664;
82678;14/09/2018;0000;14;0.51444;
82678;14/09/2018;1200;14;4.11552;
82678;14/09/2018;1800;14;3.08664;
82678;15/09/2018;0000;18;0.51444;
82678;15/09/2018;1200;9;2.05776;
82678;15/09/2018;1800;9;3.08664;
82678;16/09/2018;0000;0;0;
82678;16/09/2018;1200;9;1.54332;
82678;16/09/2018;1800;5;1.02888;
82678;17/09/2018;0000;0;0;
82678;17/09/2018;1200;36;2.05776;
82678;17/09/2018;1800;14;2.5722;
82678;18/09/2018;0000;0;0;
82678;18/09/2018;1200;5;1.02888;
82678;18/09/2018;1800;14;1.02888;
82678;19/09/2018;0000;0;0;
82678;19/09/2018;1200;0;0;
82678;19/09/2018;1800;14;2.5722;
82678;20/09/2018;0000;14;1.02888;
82678;20/09/2018;1200;32;1.02888;
82678;20/09/2018;1800;9;3.08664;
82678;21/09/2018;0000;14;2.05776;
82678;21/09/2018;1200;9;3.08664;
82678;21/09/2018;1800;9;3.08664;
82678;22/09/2018;0000;18;1.54332;
82678;22/09/2018;1200;9;4.11552;
82678;22/09/2018;1800;14;2.5722;
82678;23/09/2018;0000;14;1.02888;
82678;23/09/2018;1200;9;1.02888;
82678;23/09/2018;1800;9;3.08664;
82678;24/09/2018;0000;14;1.54332;
82678;24/09/2018;1200;0;0;
82678;24/09/2018;1800;18;1.54332;
82678;25/09/2018;0000;18;1.02888;
82678;25/09/2018;1200;0;0;
82678;25/09/2018;1800;14;4.11552;
82678;26/09/2018;0000;14;1.54332;
82678;26/09/2018;1200;5;2.5722;
82678;26/09/2018;1800;18;1.02888;
82678;27/09/2018;0000;14;1.54332;
82678;27/09/2018;1200;9;1.54332;
82678;27/09/2018;1800;14;1.02888;
82678;28/09/2018;0000;0;0;
82678;28/09/2018;1200;5;3.08664;
82678;28/09/2018;1800;9;1.54332;
82678;29/09/2018;0000;14;0.51444;
82678;29/09/2018;1200;5;2.5722;
82678;29/09/2018;1800;9;1.54332;
82678;30/09/2018;0000;23;0.51444;
82678;30/09/2018;1200;9;1.02888;
82678;30/09/2018;1800;36;1.02888;
82678;01/10/2018;0000;0;0;
82678;01/10/2018;1200;5;1.02888;
82678;01/10/2018;1800;18;1.54332;
82678;02/10/2018;0000;14;0.51444;
82678;02/10/2018;1200;9;2.05776;
82678;02/10/2018;1800;14;1.54332;
82678;03/10/2018;0000;0;0;
82678;03/10/2018;1200;36;1.54332;
82678;03/10/2018;1800;18;1.54332;
82678;04/10/2018;0000;0;0;
82678;04/10/2018;1200;5;1.02888;
82678;04/10/2018;1800;36;0.51444;
82678;05/10/2018;0000;0;0;
82678;05/10/2018;1200;27;1.54332;
82678;05/10/2018;1800;27;1.02888;
82678;06/10/2018;0000;14;0.51444;
82678;06/10/2018;1200;0;0;
82678;06/10/2018;1800;5;1.02888;
82678;07/10/2018;0000;0;0;
82678;07/10/2018;1200;5;0.51444;
82678;07/10/2018;1800;5;1.54332;
82678;08/10/2018;0000;0;0;
82678;08/10/2018;1200;5;1.54332;
82678;08/10/2018;1800;14;3.08664;
82678;09/10/2018;0000;32;2.05776;
82678;09/10/2018;1200;9;0.51444;
82678;09/10/2018;1800;9;1.54332;
82678;10/10/2018;0000;18;1.54332;
82678;10/10/2018;1200;5;2.5722;
82678;10/10/2018;1800;5;1.54332;
82678;11/10/2018;0000;14;0.51444;
82678;11/10/2018;1200;9;2.05776;
82678;11/10/2018;1800;27;1.54332;
82678;12/10/2018;0000;18;1.02888;
82678;12/10/2018;1200;5;1.54332;
82678;12/10/2018;1800;9;2.05776;
82678;13/10/2018;0000;32;0.51444;
82678;13/10/2018;1200;36;0.51444;
82678;13/10/2018;1800;23;0.51444;
82678;14/10/2018;0000;0;0;
82678;14/10/2018;1200;36;1.54332;
82678;14/10/2018;1800;9;1.54332;
82678;15/10/2018;0000;32;2.5722;
82678;15/10/2018;1200;27;1.02888;
82678;15/10/2018;1800;9;0.51444;
82678;16/10/2018;0000;0;0;
82678;16/10/2018;1200;5;1.54332;
82678;16/10/2018;1800;36;1.02888;
82678;17/10/2018;0000;27;0.51444;
82678;17/10/2018;1200;0;0;
82678;17/10/2018;1800;9;1.54332;
82678;18/10/2018;0000;27;1.02888;
82678;18/10/2018;1200;18;2.05776;
82678;18/10/2018;1800;9;1.54332;
82678;19/10/2018;0000;27;1.02888;
82678;19/10/2018;1200;14;0.51444;
82678;19/10/2018;1800;14;0.51444;
82678;20/10/2018;0000;0;0;
82678;20/10/2018;1200;9;0.51444;
82678;20/10/2018;1800;32;0.51444;
82678;21/10/2018;0000;23;1.54332;
82678;21/10/2018;1200;36;1.54332;
82678;21/10/2018;1800;27;1.02888;
82678;22/10/2018;0000;27;2.5722;
82678;22/10/2018;1200;18;0.51444;
82678;22/10/2018;1800;9;1.02888;
82678;23/10/2018;0000;18;1.54332;
82678;23/10/2018;1200;14;3.08664;
82678;23/10/2018;1800;9;1.54332;
82678;24/10/2018;0000;5;1.02888;
82678;24/10/2018;1200;14;3.08664;
82678;24/10/2018;1800;14;2.5722;
82678;25/10/2018;1200;5;0.51444;
82678;25/10/2018;1800;18;0.51444;
82678;26/10/2018;0000;18;1.54332;
82678;26/10/2018;1200;5;1.02888;
82678;26/10/2018;1800;0;0;
82678;27/10/2018;0000;18;0.51444;
82678;27/10/2018;1200;36;1.02888;
82678;27/10/2018;1800;32;0.51444;
82678;28/10/2018;0000;27;1.02888;
82678;28/10/2018;1200;27;1.54332;
82678;28/10/2018;1800;27;1.54332;
82678;29/10/2018;0000;36;2.05776;
82678;29/10/2018;1200;18;0.51444;
82678;29/10/2018;1800;9;0.51444;
82678;30/10/2018;0000;36;1.54332;
82678;30/10/2018;1200;0;0;
82678;30/10/2018;1800;18;1.54332;
82678;31/10/2018;0000;0;0;
82678;31/10/2018;1200;9;1.54332;
82678;31/10/2018;1800;14;1.02888;
82678;01/11/2018;0000;14;0.51444;
82678;01/11/2018;1200;36;1.54332;
82678;01/11/2018;1800;9;1.54332;
82678;02/11/2018;0000;14;0.51444;
82678;02/11/2018;1200;36;1.02888;
82678;02/11/2018;1800;27;0.51444;
82678;03/11/2018;0000;27;0.51444;
82678;03/11/2018;1200;14;1.54332;
82678;03/11/2018;1800;36;1.02888;
82678;04/11/2018;0000;27;1.54332;
82678;04/11/2018;1200;18;0.51444;
82678;04/11/2018;1800;0;0;
82678;05/11/2018;0000;27;0.51444;
82678;05/11/2018;1200;18;1.02888;
82678;05/11/2018;1800;9;0.51444;
82678;06/11/2018;0000;27;1.02888;
82678;06/11/2018;1200;5;1.02888;
82678;06/11/2018;1800;27;2.5722;
82678;07/11/2018;0000;27;1.02888;
82678;07/11/2018;1200;14;1.02888;
82678;07/11/2018;1800;14;0.51444;
82678;08/11/2018;0000;27;0.51444;
82678;08/11/2018;1200;36;0.51444;
82678;08/11/2018;1800;18;1.54332;
82678;09/11/2018;0000;0;0;
82678;09/11/2018;1200;5;0.51444;
82678;09/11/2018;1800;9;2.5722;
82678;10/11/2018;0000;27;1.02888;
82678;10/11/2018;1200;36;1.02888;
82678;10/11/2018;1800;5;0.51444;
82678;11/11/2018;0000;27;1.02888;
82678;11/11/2018;1200;0;0;
82678;11/11/2018;1800;27;1.54332;
82678;12/11/2018;0000;27;2.5722;
82678;12/11/2018;1200;5;0.51444;
82678;12/11/2018;1800;32;1.54332;
82678;13/11/2018;0000;32;1.02888;
82678;13/11/2018;1200;14;1.54332;
82678;13/11/2018;1800;36;1.54332;
82678;14/11/2018;0000;27;0.51444;
82678;14/11/2018;1200;9;1.54332;
82678;14/11/2018;1800;23;0.51444;
82678;15/11/2018;0000;27;2.5722;
82678;15/11/2018;1200;27;1.02888;
82678;15/11/2018;1800;32;2.05776;
82678;16/11/2018;0000;27;1.02888;
82678;16/11/2018;1200;5;1.54332;
82678;16/11/2018;1800;5;1.02888;
82678;17/11/2018;0000;27;0.51444;
82678;17/11/2018;1200;18;0.51444;
82678;17/11/2018;1800;18;1.54332;
82678;18/11/2018;0000;0;0;
82678;18/11/2018;1200;5;1.02888;
82678;18/11/2018;1800;9;4.11552;
82678;19/11/2018;0000;0;0;
82678;19/11/2018;1200;14;3.08664;
82678;19/11/2018;1800;14;1.54332;
82678;20/11/2018;0000;27;1.02888;
82678;20/11/2018;1200;9;1.54332;
82678;20/11/2018;1800;0;0;
82678;21/11/2018;0000;0;0;
82678;21/11/2018;1200;32;1.02888;
82678;21/11/2018;1800;5;2.5722;
82678;22/11/2018;0000;14;0.51444;
82678;22/11/2018;1200;14;3.08664;
82678;22/11/2018;1800;14;3.08664;
82678;23/11/2018;0000;23;0.51444;
82678;23/11/2018;1200;36;0.51444;
82678;23/11/2018;1800;9;1.54332;
82678;24/11/2018;0000;0;0;
82678;24/11/2018;1200;9;2.05776;
82678;24/11/2018;1800;14;3.60108;
82678;25/11/2018;0000;5;0.51444;
82678;25/11/2018;1200;32;0.51444;
82678;25/11/2018;1800;5;1.02888;
82678;26/11/2018;0000;14;1.54332;
82678;26/11/2018;1200;23;0.51444;
82678;26/11/2018;1800;14;1.02888;
82678;27/11/2018;0000;23;0.51444;
82678;27/11/2018;1200;14;1.02888;
82678;27/11/2018;1800;14;3.60108;
82678;28/11/2018;0000;14;1.02888;
82678;28/11/2018;1200;14;2.5722;
82678;28/11/2018;1800;14;0.51444;
82678;29/11/2018;0000;0;0;
82678;29/11/2018;1200;14;1.02888;
82678;29/11/2018;1800;0;0;
82678;30/11/2018;0000;0;0;
82678;30/11/2018;1200;27;0.51444;
82678;30/11/2018;1800;27;1.54332;
82678;01/12/2018;0000;27;1.02888;
82678;01/12/2018;1200;0;0;
82678;01/12/2018;1800;0;0;
82678;02/12/2018;0000;27;0.51444;
82678;02/12/2018;1200;5;0.51444;
82678;02/12/2018;1800;5;0.51444;
82678;03/12/2018;0000;18;0.51444;
82678;03/12/2018;1200;27;1.02888;
82678;03/12/2018;1800;27;1.54332;
82678;04/12/2018;0000;27;2.05776;
82678;04/12/2018;1200;0;0;
82678;04/12/2018;1800;36;0.51444;
82678;05/12/2018;0000;27;0.51444;
82678;05/12/2018;1200;9;0.51444;
82678;05/12/2018;1800;23;1.54332;
82678;06/12/2018;0000;8;1.54332;
82678;06/12/2018;1200;14;0.51444;
82678;06/12/2018;1800;32;0.51444;
82678;07/12/2018;0000;0;0;
82678;07/12/2018;1200;0;0;
82678;07/12/2018;1800;0;0;
82678;08/12/2018;0000;14;1.54332;
82678;08/12/2018;1200;32;0.51444;
82678;08/12/2018;1800;5;1.54332;
82678;09/12/2018;0000;9;1.02888;
82678;09/12/2018;1200;0;0;
82678;09/12/2018;1800;0;0;
82678;10/12/2018;0000;23;0.51444;
82678;10/12/2018;1200;4;6.68772;
82678;10/12/2018;1800;23;0.51444;
82678;11/12/2018;0000;0;0;
82678;11/12/2018;1200;9;2.5722;
82678;11/12/2018;1800;18;1.02888;
82678;12/12/2018;0000;0;0;
82678;12/12/2018;1200;14;3.60108;
82678;12/12/2018;1800;14;3.08664;
82678;13/12/2018;0000;14;0.51444;
82678;13/12/2018;1200;9;3.08664;
82678;13/12/2018;1800;9;1.54332;
82678;14/12/2018;0000;18;0.51444;
82678;14/12/2018;1200;14;2.5722;
82678;14/12/2018;1800;14;1.02888;
82678;15/12/2018;1200;9;3.60108;
82678;15/12/2018;1800;5;1.54332;
82678;16/12/2018;0000;9;0.51444;
82678;16/12/2018;1200;14;1.02888;
82678;16/12/2018;1800;14;2.5722;
82678;17/12/2018;0000;0;0;
82678;17/12/2018;1200;14;2.05776;
82678;17/12/2018;1800;9;1.54332;
82678;18/12/2018;0000;0;0;
82678;18/12/2018;1200;9;1.54332;
82678;18/12/2018;1800;36;2.05776;
82678;19/12/2018;0000;5;0.51444;
82678;19/12/2018;1200;9;1.54332;
82678;19/12/2018;1800;14;1.02888;
82678;20/12/2018;0000;14;0.51444;
82678;20/12/2018;1200;14;0.51444;
82678;20/12/2018;1800;14;1.02888;
82678;21/12/2018;0000;5;1.02888;
82678;21/12/2018;1200;0;0;
82678;21/12/2018;1800;32;1.54332;
82678;22/12/2018;0000;0;0;
82678;22/12/2018;1200;5;0.51444;
82678;22/12/2018;1800;9;0.51444;
82678;23/12/2018;0000;0;0;
82678;23/12/2018;1200;5;0.51444;
82678;23/12/2018;1800;27;0.51444;
82678;24/12/2018;0000;14;0.51444;
82678;24/12/2018;1200;14;0.51444;
82678;24/12/2018;1800;36;1.02888;
82678;25/12/2018;0000;0;0;
82678;25/12/2018;1200;27;1.02888;
82678;25/12/2018;1800;9;0.51444;
82678;26/12/2018;0000;0;0;
82678;26/12/2018;1200;5;1.02888;
82678;26/12/2018;1800;5;2.05776;
82678;27/12/2018;0000;9;1.02888;
82678;27/12/2018;1200;5;1.02888;
82678;27/12/2018;1800;5;1.02888;
82678;28/12/2018;0000;9;1.02888;
82678;28/12/2018;1200;36;1.02888;
82678;28/12/2018;1800;18;0.51444;
82678;29/12/2018;0000;0;0;
82678;29/12/2018;1200;5;1.02888;
82678;29/12/2018;1800;32;1.02888;
82678;30/12/2018;0000;23;1.02888;
82678;30/12/2018;1200;32;1.02888;
82678;30/12/2018;1800;27;1.02888;
82678;31/12/2018;0000;0;0;
82678;31/12/2018;1200;0;0;
82678;31/12/2018;1800;36;0.51444;
82678;01/01/2019;0000;5;0.51444;
82678;01/01/2019;1200;27;1.02888;
82678;01/01/2019;1800;23;1.54332;
