Sistema de Informações Hidrológicas,,,,,,,,,,,,,,,,,,,,
Versão Web 3.0,,,,,,,,,,,,,,,,,,,,
© 2018 Agência Nacional de Águas (ANA),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
NivelConsistencia: 1 = Bruto, 2 = Consistido,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Restrições da consulta:,,,,,,,,,,,,,,,,,,,,
Código da Estação:34060000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
EstacaoCodigo,NivelConsistencia,Data,Hora,NumMedicao,Cota,Vazao,,,,,,,,,,,,,,
34060000,2,14/04/1973,01/01/1900 07:00:00,41,372,360,,,,,,,,,,,,,,
34060000,2,25/04/1973,01/01/1900 07:00:00,42,313,231,,,,,,,,,,,,,,
34060000,2,25/04/1973,01/01/1900 07:00:00,43,312,214,,,,,,,,,,,,,,
34060000,2,27/05/1973,01/01/1900 07:00:00,44,282,158,,,,,,,,,,,,,,
34060000,2,27/05/1973,01/01/1900 07:00:00,45,282,152,,,,,,,,,,,,,,
34060000,2,15/06/1973,01/01/1900 07:00:00,46,271,127,,,,,,,,,,,,,,
34060000,2,15/06/1973,01/01/1900 07:00:00,47,271,125,,,,,,,,,,,,,,
34060000,2,03/02/1985,01/01/1900 07:00:00,95,480,627,,,,,,,,,,,,,,
34060000,2,03/02/1985,01/01/1900 07:00:00,96,480,594,,,,,,,,,,,,,,
34060000,2,04/02/1985,01/01/1900 07:00:00,97,461,534,,,,,,,,,,,,,,
34060000,2,04/02/1985,01/01/1900 07:00:00,98,460,505,,,,,,,,,,,,,,
34060000,2,14/03/1985,01/01/1900 07:00:00,99,380,323,,,,,,,,,,,,,,
34060000,2,24/05/1985,01/01/1900 07:00:00,100,318,211,,,,,,,,,,,,,,
34060000,2,21/07/1985,01/01/1900 07:00:00,101,293,172,,,,,,,,,,,,,,
34060000,2,18/02/1986,01/01/1900 07:00:00,102,410,422,,,,,,,,,,,,,,
34060000,2,21/05/1986,01/01/1900 07:00:00,103,325,233,,,,,,,,,,,,,,
34060000,2,16/10/1986,01/01/1900 07:00:00,104,348,275,,,,,,,,,,,,,,
34060000,2,20/04/1987,01/01/1900 07:00:00,105,328,215,,,,,,,,,,,,,,
34060000,2,20/06/1987,01/01/1900 07:00:00,106,297,185,,,,,,,,,,,,,,
34060000,2,10/10/1987,01/01/1900 07:00:00,107,282,157,,,,,,,,,,,,,,
